enrollment_id,student_id,course_id,course_code,term,enrollment_date,role,status,final_grade
ENR000471,KOI000151,MATH101_Semester_1_2024,MATH101,Semester 1 2024,2024-06-08,Student,Completed,
ENR000472,KOI000151,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-09-23,Student,Enrolled,66.2
ENR000473,KOI000152,NET301_Summer_2024/25,NET301,Summer 2024/25,2024-12-09,Student,Enrolled,
ENR000474,KOI000152,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2025-01-19,Student,Enrolled,91.0
ENR000475,KOI000152,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2024-12-31,Student,Withdrawn,50.0
ENR000476,KOI000152,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2025-02-11,Student,Withdrawn,59.3
ENR000477,KOI000153,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-24,Student,Withdrawn,
ENR000478,KOI000153,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2025-01-10,Student,Enrolled,76.9
ENR000479,KOI000153,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-07-19,Student,Completed,
ENR000480,KOI000155,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-07-20,Student,Enrolled,82.0
ENR000481,KOI000155,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-09-08,Student,Enrolled,
ENR000482,KOI000155,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2025-01-02,Student,Enrolled,
ENR000483,KOI000155,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-04-01,Student,Enrolled,
ENR000484,KOI000155,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-03-15,Student,Enrolled,
ENR000485,KOI000156,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-03-23,Student,Completed,76.3
ENR000486,KOI000156,COMP301_Semester_1_2024,COMP301,Semester 1 2024,2024-06-06,Student,Withdrawn,
ENR000487,KOI000156,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-01-29,Student,Enrolled,
ENR000488,KOI000156,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-03-16,Student,Enrolled,
ENR000489,KOI000157,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-01-06,Student,Enrolled,81.9
ENR000490,KOI000157,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-08-06,Student,Enrolled,96.9
ENR000491,KOI000157,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2024-12-11,Student,Completed,89.7
ENR000492,KOI000158,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-09-04,Student,Withdrawn,
ENR000493,KOI000158,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-30,Student,Enrolled,53.9
ENR000494,KOI000158,NET301_Summer_2024/25,NET301,Summer 2024/25,2025-01-01,Student,Enrolled,54.9
ENR000495,KOI000160,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2024-12-14,Student,Enrolled,97.4
ENR000496,KOI000160,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-08-19,Student,Withdrawn,70.8
ENR000497,KOI000160,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-04-07,Student,Enrolled,78.8
ENR000498,KOI000160,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-03-12,Student,Completed,71.4
ENR000499,KOI000160,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-04-10,Student,Enrolled,
ENR000500,KOI000161,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2024-12-06,Student,Enrolled,76.7
ENR000501,KOI000161,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-09-06,Student,Withdrawn,67.6
ENR000502,KOI000161,BUS101_Summer_2024/25,BUS101,Summer 2024/25,2025-01-01,Student,Enrolled,99.8
ENR000503,KOI000162,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-02-13,Student,Enrolled,78.2
ENR000504,KOI000162,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-06-11,Student,Enrolled,77.5
ENR000505,KOI000162,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-10-28,Student,Enrolled,72.6
ENR000506,KOI000162,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-03-12,Student,Completed,
ENR000507,KOI000163,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-06-11,Student,Withdrawn,
ENR000508,KOI000163,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-01-27,Student,Enrolled,
ENR000509,KOI000163,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-10-29,Student,Enrolled,
ENR000510,KOI000164,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-09-10,Student,Enrolled,75.6
ENR000511,KOI000164,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-10-30,Student,Withdrawn,57.7
ENR000512,KOI000164,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-09-10,Student,Enrolled,57.8
ENR000513,KOI000164,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-11,Student,Enrolled,79.1
ENR000514,KOI000165,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-10-01,Student,Enrolled,78.5
ENR000515,KOI000165,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-03-04,Student,Enrolled,86.2
ENR000516,KOI000165,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-09-13,Student,Completed,
ENR000517,KOI000166,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-01-11,Student,Enrolled,
ENR000518,KOI000166,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-03-15,Student,Withdrawn,89.0
ENR000519,KOI000166,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-09-17,Student,Enrolled,90.9
ENR000520,KOI000166,COMP301_Semester_1_2024,COMP301,Semester 1 2024,2024-04-18,Student,Completed,56.0
ENR000521,KOI000166,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-02-11,Student,Enrolled,92.5
ENR000522,KOI000168,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-07-25,Student,Enrolled,52.1
ENR000523,KOI000168,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-08-10,Student,Withdrawn,66.3
ENR000524,KOI000168,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-03-10,Student,Enrolled,
ENR000525,KOI000169,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-08-02,Student,Withdrawn,61.1
ENR000526,KOI000169,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-11-06,Student,Enrolled,57.4
ENR000527,KOI000169,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-07-15,Student,Enrolled,
ENR000528,KOI000169,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-03-17,Student,Withdrawn,77.4
ENR000529,KOI000169,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-01-17,Student,Enrolled,
ENR000530,KOI000170,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-03-05,Student,Enrolled,59.9
ENR000531,KOI000170,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-10-14,Student,Completed,59.8
ENR000532,KOI000170,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-02-18,Student,Withdrawn,76.2
ENR000533,KOI000170,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2025-01-06,Student,Enrolled,
ENR000534,KOI000170,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-05-14,Student,Completed,96.2
ENR000535,KOI000171,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-10-28,Student,Completed,59.5
ENR000536,KOI000171,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-03-17,Student,Enrolled,51.2
ENR000537,KOI000171,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-27,Student,Enrolled,
ENR000538,KOI000172,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-03-27,Student,Withdrawn,
ENR000539,KOI000172,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-11-06,Student,Enrolled,61.7
ENR000540,KOI000172,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-06-13,Student,Enrolled,
ENR000541,KOI000172,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-09-01,Student,Enrolled,
ENR000542,KOI000173,NET301_Semester_1_2024,NET301,Semester 1 2024,2024-03-12,Student,Enrolled,
ENR000543,KOI000173,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-30,Student,Enrolled,73.6
ENR000544,KOI000173,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-03-29,Student,Enrolled,
ENR000545,KOI000174,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-08-19,Student,Withdrawn,86.5
ENR000546,KOI000174,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-11-02,Student,Enrolled,83.4
ENR000547,KOI000174,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-03-17,Student,Completed,83.2
ENR000548,KOI000174,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-02-29,Student,Enrolled,
ENR000549,KOI000174,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-10-14,Student,Enrolled,
ENR000550,KOI000175,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-08,Student,Enrolled,
ENR000551,KOI000175,NET301_Summer_2024/25,NET301,Summer 2024/25,2025-02-10,Student,Enrolled,95.6
ENR000552,KOI000175,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-03-21,Student,Enrolled,51.0
ENR000553,KOI000175,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2024-12-18,Student,Completed,
ENR000554,KOI000175,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-02-11,Student,Completed,85.5
ENR000555,KOI000176,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-10-21,Student,Enrolled,
ENR000556,KOI000176,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2024-12-25,Student,Completed,85.6
ENR000557,KOI000176,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-10-02,Student,Enrolled,
ENR000558,KOI000176,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2024-12-02,Student,Withdrawn,74.5
ENR000559,KOI000179,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-10-24,Student,Enrolled,
ENR000560,KOI000179,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-09-06,Student,Withdrawn,
ENR000561,KOI000179,DATA301_Semester_2_2024,DATA301,Semester 2 2024,2024-11-03,Student,Enrolled,93.9
ENR000562,KOI000179,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-08-20,Student,Enrolled,97.5
ENR000563,KOI000179,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-10-18,Student,Enrolled,
ENR000564,KOI000181,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-06-11,Student,Completed,83.9
ENR000565,KOI000181,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-25,Student,Enrolled,78.6
ENR000566,KOI000181,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2024-12-07,Student,Completed,95.5
ENR000567,KOI000181,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-10-06,Student,Enrolled,56.6
ENR000568,KOI000182,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-22,Student,Enrolled,65.4
ENR000569,KOI000182,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-09-28,Student,Withdrawn,71.5
ENR000570,KOI000182,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-08-21,Student,Enrolled,78.2
ENR000571,KOI000182,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-10-25,Student,Enrolled,77.9
ENR000572,KOI000182,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-04-22,Student,Enrolled,
ENR000573,KOI000185,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-09-19,Student,Enrolled,70.7
ENR000574,KOI000185,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-08-10,Student,Completed,87.3
ENR000575,KOI000185,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-05-14,Student,Enrolled,
ENR000576,KOI000186,COMP301_Semester_1_2024,COMP301,Semester 1 2024,2024-05-15,Student,Enrolled,80.6
ENR000577,KOI000186,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2025-01-27,Student,Enrolled,80.6
ENR000578,KOI000186,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2024-12-29,Student,Withdrawn,
ENR000579,KOI000187,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-09-05,Student,Completed,
ENR000580,KOI000187,DATA301_Semester_2_2024,DATA301,Semester 2 2024,2024-09-01,Student,Withdrawn,82.5
ENR000581,KOI000187,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-01-30,Student,Enrolled,74.6
ENR000582,KOI000187,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-14,Student,Enrolled,
ENR000583,KOI000187,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-10-04,Student,Enrolled,
ENR000584,KOI000188,NET301_Summer_2024/25,NET301,Summer 2024/25,2024-12-26,Student,Enrolled,53.3
ENR000585,KOI000188,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-02-02,Student,Completed,74.5
ENR000586,KOI000188,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-01-29,Student,Enrolled,94.4
ENR000587,KOI000190,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-10-19,Student,Completed,69.7
ENR000588,KOI000190,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-07-15,Student,Withdrawn,76.3
ENR000589,KOI000190,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2024-12-13,Student,Enrolled,72.6
ENR000590,KOI000190,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-01-10,Student,Enrolled,62.3
ENR000591,KOI000191,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-11-06,Student,Withdrawn,98.1
ENR000592,KOI000191,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2024-12-20,Student,Enrolled,
ENR000593,KOI000191,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-02-12,Student,Completed,88.7
ENR000594,KOI000191,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2024-12-26,Student,Enrolled,71.1
ENR000595,KOI000191,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-03-21,Student,Withdrawn,84.5
ENR000596,KOI000192,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2025-01-26,Student,Completed,
ENR000597,KOI000192,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2024-12-19,Student,Withdrawn,
ENR000598,KOI000192,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-02-19,Student,Withdrawn,84.8
ENR000599,KOI000193,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-11-04,Student,Completed,
ENR000600,KOI000193,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-13,Student,Completed,85.6
ENR000601,KOI000193,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-02-05,Student,Enrolled,54.5
ENR000602,KOI000194,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-26,Student,Enrolled,56.2
ENR000603,KOI000194,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2024-12-14,Student,Enrolled,81.7
ENR000604,KOI000194,MATH101_Semester_1_2024,MATH101,Semester 1 2024,2024-03-04,Student,Enrolled,69.2
ENR000605,KOI000194,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2024-12-24,Student,Withdrawn,58.0
ENR000606,KOI000195,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-04-14,Student,Withdrawn,93.1
ENR000607,KOI000195,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-02-12,Student,Enrolled,58.9
ENR000608,KOI000195,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-07-24,Student,Enrolled,65.5
ENR000609,KOI000195,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-07-29,Student,Completed,
ENR000610,KOI000195,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-05-12,Student,Enrolled,
ENR000611,KOI000196,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-03-22,Student,Enrolled,
ENR000612,KOI000196,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-04-08,Student,Completed,77.2
ENR000613,KOI000196,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-19,Student,Enrolled,74.7
ENR000614,KOI000197,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-08-05,Student,Completed,54.0
ENR000615,KOI000197,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-02-26,Student,Withdrawn,
ENR000616,KOI000197,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-04-06,Student,Withdrawn,
ENR000617,KOI000199,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2025-02-09,Student,Enrolled,
ENR000618,KOI000199,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-08-05,Student,Enrolled,
ENR000619,KOI000199,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-07-17,Student,Enrolled,91.9
ENR000620,KOI000199,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-05-16,Student,Enrolled,54.4
ENR000621,KOI000199,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2024-12-12,Student,Enrolled,58.9
ENR000622,KOI000200,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-05-02,Student,Withdrawn,58.9
ENR000623,KOI000200,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-06,Student,Completed,68.0
ENR000624,KOI000200,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-05-22,Student,Enrolled,
ENR000625,KOI000200,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-16,Student,Enrolled,94.9
ENR000626,KOI000200,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2024-12-16,Student,Enrolled,92.2
ENR000627,KOI000201,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-03-20,Student,Enrolled,63.7
ENR000628,KOI000201,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-05-07,Student,Withdrawn,60.5
ENR000629,KOI000201,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2025-01-02,Student,Enrolled,55.5
ENR000630,KOI000203,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-10-02,Student,Withdrawn,99.3
ENR000631,KOI000203,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-05-09,Student,Enrolled,92.4
ENR000632,KOI000203,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-02-04,Student,Enrolled,99.8
ENR000633,KOI000203,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-06-05,Student,Enrolled,80.7
ENR000634,KOI000203,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-09-06,Student,Completed,81.6
ENR000635,KOI000204,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-05-22,Student,Enrolled,50.1
ENR000636,KOI000204,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2025-02-04,Student,Enrolled,89.8
ENR000637,KOI000204,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-05,Student,Enrolled,99.9
ENR000638,KOI000204,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-02-01,Student,Completed,
ENR000639,KOI000205,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2024-12-16,Student,Enrolled,84.5
ENR000640,KOI000205,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-04-06,Student,Enrolled,65.4
ENR000641,KOI000205,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-09-28,Student,Withdrawn,88.4
ENR000642,KOI000205,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-09-21,Student,Enrolled,67.1
ENR000643,KOI000206,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-04-02,Student,Enrolled,66.9
ENR000644,KOI000206,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-13,Student,Completed,89.9
ENR000645,KOI000206,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-10-18,Student,Enrolled,81.4
ENR000646,KOI000206,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2025-01-18,Student,Withdrawn,73.1
ENR000647,KOI000206,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2024-12-28,Student,Completed,52.8
ENR000648,KOI000207,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-10-07,Student,Withdrawn,60.4
ENR000649,KOI000207,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-03-06,Student,Enrolled,94.4
ENR000650,KOI000207,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-09-01,Student,Enrolled,
ENR000651,KOI000207,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-07-15,Student,Enrolled,
ENR000652,KOI000207,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-01-13,Student,Enrolled,68.8
ENR000653,KOI000208,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2025-01-16,Student,Enrolled,93.2
ENR000654,KOI000208,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-08-14,Student,Enrolled,65.7
ENR000655,KOI000208,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-03-08,Student,Enrolled,
ENR000656,KOI000208,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-02-15,Student,Enrolled,61.9
ENR000657,KOI000208,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-03-08,Student,Completed,65.1
ENR000658,KOI000209,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-10-12,Student,Enrolled,95.7
ENR000659,KOI000209,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2025-01-21,Student,Completed,90.0
ENR000660,KOI000209,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-09-09,Student,Withdrawn,
ENR000661,KOI000209,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2024-12-21,Student,Enrolled,86.6
ENR000662,KOI000209,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-01-11,Student,Withdrawn,66.4
ENR000663,KOI000210,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-08-05,Student,Enrolled,
ENR000664,KOI000210,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-04-21,Student,Enrolled,85.7
ENR000665,KOI000210,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-08-11,Student,Withdrawn,
ENR000666,KOI000211,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2024-12-29,Student,Enrolled,52.3
ENR000667,KOI000211,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-09-07,Student,Withdrawn,87.3
ENR000668,KOI000211,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2024-12-19,Student,Enrolled,65.6
ENR000669,KOI000211,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-01-12,Student,Enrolled,59.6
ENR000670,KOI000212,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-07-17,Student,Enrolled,
ENR000671,KOI000212,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-01-16,Student,Enrolled,
ENR000672,KOI000212,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-10-25,Student,Enrolled,78.0
ENR000673,KOI000212,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-07-27,Student,Enrolled,
ENR000674,KOI000213,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2025-01-27,Student,Enrolled,58.6
ENR000675,KOI000213,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-01-15,Student,Enrolled,66.9
ENR000676,KOI000213,NET301_Summer_2024/25,NET301,Summer 2024/25,2025-01-04,Student,Completed,
ENR000677,KOI000213,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-04-24,Student,Enrolled,83.8
ENR000678,KOI000215,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-04-09,Student,Completed,85.2
ENR000679,KOI000215,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-05-23,Student,Withdrawn,84.5
ENR000680,KOI000215,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2024-12-21,Student,Completed,65.6
ENR000681,KOI000217,MATH101_Semester_1_2024,MATH101,Semester 1 2024,2024-04-19,Student,Withdrawn,
ENR000682,KOI000217,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-05-28,Student,Completed,54.6
ENR000683,KOI000217,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-05-11,Student,Completed,
ENR000684,KOI000218,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-09-05,Student,Completed,97.4
ENR000685,KOI000218,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2024-12-17,Student,Enrolled,80.8
ENR000686,KOI000218,MATH101_Semester_1_2024,MATH101,Semester 1 2024,2024-05-29,Student,Enrolled,85.0
ENR000687,KOI000218,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-08-26,Student,Enrolled,94.1
ENR000688,KOI000219,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-10-08,Student,Enrolled,73.1
ENR000689,KOI000219,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-08-09,Student,Enrolled,
ENR000690,KOI000219,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-07-18,Student,Enrolled,56.4
ENR000691,KOI000219,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-04-11,Student,Enrolled,85.7
ENR000692,KOI000220,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-02-02,Student,Enrolled,76.6
ENR000693,KOI000220,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2025-01-18,Student,Completed,61.9
ENR000694,KOI000220,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-01-08,Student,Enrolled,98.7
ENR000695,KOI000221,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-08-26,Student,Withdrawn,99.0
ENR000696,KOI000221,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-06-12,Student,Withdrawn,77.2
ENR000697,KOI000221,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-10-21,Student,Enrolled,
ENR000698,KOI000221,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-08-12,Student,Enrolled,85.6
ENR000699,KOI000224,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-08-05,Student,Enrolled,91.1
ENR000700,KOI000224,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-09-04,Student,Enrolled,70.3
ENR000701,KOI000224,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-02-10,Student,Withdrawn,
ENR000702,KOI000224,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2025-01-07,Student,Withdrawn,68.9
ENR000703,KOI000225,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-01-21,Student,Enrolled,94.4
ENR000704,KOI000225,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-04-15,Student,Enrolled,83.0
ENR000705,KOI000225,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-03-16,Student,Completed,69.5
ENR000706,KOI000225,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2024-12-28,Student,Withdrawn,60.3
