grade_id,student_id,course_id,assessment_id,assessment_type,marks_obtained,max_marks,percentage,submitted_date,graded_date,feedback
GRD00003887,KOI000254,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q3,Quiz,6.1,10,98.8,2024-04-10 00:00:00,2024-04-10 00:00:00,Auto-graded
GRD00003888,KOI000254,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q4,Quiz,19.1,25,82.9,2024-04-21 00:00:00,2024-04-21 00:00:00,Auto-graded
GRD00003889,KOI000255,ACC201_Semester_2_2024,ACC201_Semester_2_2024_A1,Assignment,20.2,25,83.3,2024-08-31 00:00:00,2024-09-15 00:00:00,Excellent work!
GRD00003890,KOI000255,ACC201_Semester_2_2024,ACC201_Semester_2_2024_A3,Assignment,19.1,20,92.2,2024-08-02 00:00:00,2024-08-17 00:00:00,Needs improvement in analysis.
GRD00003891,KOI000255,ACC201_Semester_2_2024,ACC201_Semester_2_2024_A4,Assignment,68.1,100,53.2,2024-10-08 00:00:00,2024-10-17 00:00:00,Needs improvement in analysis.
GRD00003892,KOI000255,ACC201_Semester_2_2024,ACC201_Semester_2_2024_Q1,Quiz,9.3,10,67.6,2024-08-05 00:00:00,2024-08-05 00:00:00,Auto-graded
GRD00003893,KOI000255,ACC201_Semester_2_2024,ACC201_Semester_2_2024_Q2,Quiz,15.8,20,93.3,2024-10-30 00:00:00,2024-10-30 00:00:00,Auto-graded
GRD00003894,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A1,Assignment,18.4,20,51.1,2025-01-08 00:00:00,2025-01-21 00:00:00,"Good effort, well done."
GRD00003895,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A2,Assignment,35.5,40,76.4,2025-02-16 00:00:00,2025-03-03 00:00:00,Well researched and presented.
GRD00003896,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A3,Assignment,38.8,40,61.2,2025-02-04 00:00:00,2025-02-12 00:00:00,Excellent work!
GRD00003897,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A4,Assignment,28.3,30,75.7,2025-02-08 00:00:00,2025-02-19 00:00:00,Satisfactory. Consider improvement in...
GRD00003898,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A5,Assignment,20.9,25,84.6,2024-12-27 00:00:00,2025-01-11 00:00:00,Satisfactory. Consider improvement in...
GRD00003899,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q1,Quiz,28.4,30,97.4,2024-12-25 00:00:00,2024-12-25 00:00:00,Auto-graded
GRD00003900,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q2,Quiz,19.1,25,62.4,2025-01-18 00:00:00,2025-01-18 00:00:00,Auto-graded
GRD00003901,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q3,Quiz,10.7,15,94.5,2025-01-01 00:00:00,2025-01-01 00:00:00,Auto-graded
GRD00003902,KOI000255,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q4,Quiz,18.9,25,77.7,2024-12-21 00:00:00,2024-12-21 00:00:00,Auto-graded
GRD00003903,KOI000255,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A1,Assignment,14.0,20,83.8,2024-12-19 00:00:00,2025-01-01 00:00:00,Needs improvement in analysis.
GRD00003904,KOI000255,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A2,Assignment,75.1,100,72.3,2025-01-02 00:00:00,2025-01-12 00:00:00,Well researched and presented.
GRD00003905,KOI000255,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A3,Assignment,10.0,20,96.0,2025-01-28 00:00:00,2025-02-01 00:00:00,Satisfactory. Consider improvement in...
GRD00003906,KOI000255,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A4,Assignment,22.6,40,57.5,2025-02-17 00:00:00,2025-02-25 00:00:00,"Good effort, well done."
GRD00003907,KOI000255,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q1,Quiz,10.0,10,69.0,2025-01-29 00:00:00,2025-01-29 00:00:00,Auto-graded
GRD00003908,KOI000255,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q2,Quiz,28.1,30,75.6,2024-12-10 00:00:00,2024-12-10 00:00:00,Auto-graded
GRD00003909,KOI000255,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q3,Quiz,14.0,20,66.9,2025-02-01 00:00:00,2025-02-01 00:00:00,Auto-graded
GRD00003910,KOI000255,COMM101_Summer_2024/25,COMM101_Summer_2024/25_A1,Assignment,39.0,40,61.1,2024-12-22 00:00:00,2025-01-01 00:00:00,Excellent work!
GRD00003911,KOI000255,COMM101_Summer_2024/25,COMM101_Summer_2024/25_A2,Assignment,21.9,30,88.8,2025-01-22 00:00:00,2025-02-06 00:00:00,Excellent work!
GRD00003912,KOI000255,COMM101_Summer_2024/25,COMM101_Summer_2024/25_A3,Assignment,18.4,30,54.3,2024-12-28 00:00:00,2025-01-02 00:00:00,"Good effort, well done."
GRD00003913,KOI000255,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q1,Quiz,7.6,10,79.1,2025-01-09 00:00:00,2025-01-09 00:00:00,Auto-graded
GRD00003914,KOI000255,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q3,Quiz,8.2,10,79.3,2024-12-25 00:00:00,2024-12-25 00:00:00,Auto-graded
GRD00003915,KOI000255,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q4,Quiz,20.9,25,61.0,2025-02-03 00:00:00,2025-02-03 00:00:00,Auto-graded
GRD00003916,KOI000255,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A1,Assignment,17.0,25,91.9,2025-01-16 00:00:00,2025-01-24 00:00:00,Well researched and presented.
GRD00003917,KOI000255,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A2,Assignment,60.4,100,56.8,2025-02-02 00:00:00,2025-02-09 00:00:00,"Good effort, well done."
GRD00003918,KOI000255,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A3,Assignment,16.9,30,76.6,2024-12-17 00:00:00,2024-12-31 00:00:00,Well researched and presented.
GRD00003919,KOI000255,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A5,Assignment,15.2,20,73.3,2024-12-24 00:00:00,2025-01-02 00:00:00,"Good effort, well done."
GRD00003920,KOI000255,STAT201_Summer_2024/25,STAT201_Summer_2024/25_Q1,Quiz,27.0,30,68.3,2025-02-21 00:00:00,2025-02-21 00:00:00,Auto-graded
GRD00003921,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A1,Assignment,17.2,20,91.2,2025-01-08 00:00:00,2025-01-09 00:00:00,Needs improvement in analysis.
GRD00003922,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A2,Assignment,26.2,40,82.7,2025-02-17 00:00:00,2025-02-20 00:00:00,"Good effort, well done."
GRD00003923,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A3,Assignment,20.2,40,59.9,2025-02-03 00:00:00,2025-02-17 00:00:00,"Good effort, well done."
GRD00003924,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A4,Assignment,24.5,30,76.9,2025-02-09 00:00:00,2025-02-19 00:00:00,Satisfactory. Consider improvement in...
GRD00003925,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A5,Assignment,20.4,25,98.4,2024-12-29 00:00:00,2025-01-05 00:00:00,Well researched and presented.
GRD00003926,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q1,Quiz,25.5,30,60.5,2024-12-25 00:00:00,2024-12-25 00:00:00,Auto-graded
GRD00003927,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q2,Quiz,19.4,25,83.7,2025-01-18 00:00:00,2025-01-18 00:00:00,Auto-graded
GRD00003928,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q3,Quiz,12.9,15,74.9,2025-01-01 00:00:00,2025-01-01 00:00:00,Auto-graded
GRD00003929,KOI000256,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q4,Quiz,21.8,25,79.1,2024-12-21 00:00:00,2024-12-21 00:00:00,Auto-graded
GRD00003930,KOI000256,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A1,Assignment,16.6,20,77.0,2024-03-19 00:00:00,2024-03-27 00:00:00,Satisfactory. Consider improvement in...
GRD00003931,KOI000256,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A2,Assignment,27.1,40,65.1,2024-04-15 00:00:00,2024-04-18 00:00:00,Satisfactory. Consider improvement in...
GRD00003932,KOI000256,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A3,Assignment,17.0,20,89.6,2024-05-12 00:00:00,2024-05-25 00:00:00,"Good effort, well done."
GRD00003933,KOI000256,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A4,Assignment,25.8,50,60.3,2024-04-10 00:00:00,2024-04-22 00:00:00,Well researched and presented.
GRD00003934,KOI000256,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q1,Quiz,9.9,10,77.1,2024-04-27 00:00:00,2024-04-27 00:00:00,Auto-graded
GRD00003935,KOI000256,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q2,Quiz,16.9,20,70.5,2024-05-26 00:00:00,2024-05-26 00:00:00,Auto-graded
GRD00003936,KOI000256,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q3,Quiz,8.1,10,82.2,2024-04-10 00:00:00,2024-04-10 00:00:00,Auto-graded
GRD00003937,KOI000256,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q4,Quiz,20.7,25,68.8,2024-04-21 00:00:00,2024-04-21 00:00:00,Auto-graded
GRD00003938,KOI000256,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A1,Assignment,23.9,25,73.4,2025-01-16 00:00:00,2025-01-28 00:00:00,"Good effort, well done."
GRD00003939,KOI000256,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A3,Assignment,18.6,30,54.7,2024-12-17 00:00:00,2025-01-01 00:00:00,Needs improvement in analysis.
GRD00003940,KOI000256,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A4,Assignment,14.2,20,67.3,2025-01-25 00:00:00,2025-02-09 00:00:00,Excellent work!
GRD00003941,KOI000256,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A5,Assignment,17.3,20,56.4,2024-12-25 00:00:00,2025-01-01 00:00:00,Well researched and presented.
GRD00003942,KOI000256,STAT201_Summer_2024/25,STAT201_Summer_2024/25_Q1,Quiz,28.9,30,86.0,2025-02-21 00:00:00,2025-02-21 00:00:00,Auto-graded
GRD00003943,KOI000256,STAT201_Summer_2024/25,STAT201_Summer_2024/25_Q2,Quiz,21.7,25,61.5,2025-02-18 00:00:00,2025-02-18 00:00:00,Auto-graded
GRD00003944,KOI000256,MGT301_Semester_2_2024,MGT301_Semester_2_2024_A1,Assignment,61.2,100,64.9,2024-09-02 00:00:00,2024-09-13 00:00:00,Excellent work!
GRD00003945,KOI000256,MGT301_Semester_2_2024,MGT301_Semester_2_2024_A2,Assignment,27.4,30,78.9,2024-09-10 00:00:00,2024-09-17 00:00:00,"Good effort, well done."
GRD00003946,KOI000256,MGT301_Semester_2_2024,MGT301_Semester_2_2024_A3,Assignment,27.2,40,80.8,2024-10-24 00:00:00,2024-10-28 00:00:00,Needs improvement in analysis.
GRD00003947,KOI000256,MGT301_Semester_2_2024,MGT301_Semester_2_2024_Q1,Quiz,10.9,15,94.3,2024-08-03 00:00:00,2024-08-03 00:00:00,Auto-graded
GRD00003948,KOI000256,MGT301_Semester_2_2024,MGT301_Semester_2_2024_Q2,Quiz,9.9,15,73.0,2024-10-27 00:00:00,2024-10-27 00:00:00,Auto-graded
GRD00003949,KOI000256,MGT301_Semester_2_2024,MGT301_Semester_2_2024_Q3,Quiz,22.8,30,96.3,2024-08-27 00:00:00,2024-08-27 00:00:00,Auto-graded
GRD00003950,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A1,Assignment,18.1,30,83.8,2025-01-22 00:00:00,2025-01-29 00:00:00,Needs improvement in analysis.
GRD00003951,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A2,Assignment,16.2,20,95.8,2024-12-17 00:00:00,2024-12-20 00:00:00,"Good effort, well done."
GRD00003952,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A3,Assignment,20.2,30,89.4,2024-12-30 00:00:00,2025-01-08 00:00:00,Satisfactory. Consider improvement in...
GRD00003953,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A4,Assignment,16.6,20,68.4,2024-12-16 00:00:00,2024-12-24 00:00:00,Excellent work!
GRD00003954,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A5,Assignment,30.4,50,52.7,2025-01-27 00:00:00,2025-01-28 00:00:00,"Good effort, well done."
GRD00003955,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A6,Assignment,24.3,25,97.0,2025-02-16 00:00:00,2025-03-02 00:00:00,Well researched and presented.
GRD00003956,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_Q1,Quiz,13.5,15,66.7,2025-02-15 00:00:00,2025-02-15 00:00:00,Auto-graded
GRD00003957,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_Q2,Quiz,8.6,10,78.4,2025-02-12 00:00:00,2025-02-12 00:00:00,Auto-graded
GRD00003958,KOI000257,FIN301_Summer_2024/25,FIN301_Summer_2024/25_Q3,Quiz,9.3,10,66.8,2025-02-09 00:00:00,2025-02-09 00:00:00,Auto-graded
GRD00003959,KOI000257,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A1,Assignment,12.9,20,75.2,2025-01-06 00:00:00,2025-01-18 00:00:00,"Good effort, well done."
GRD00003960,KOI000257,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A2,Assignment,21.3,40,83.4,2025-02-19 00:00:00,2025-03-04 00:00:00,Excellent work!
GRD00003961,KOI000257,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A3,Assignment,20.7,40,50.5,2025-02-01 00:00:00,2025-02-11 00:00:00,Excellent work!
GRD00003962,KOI000257,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A4,Assignment,18.1,30,92.9,2025-02-09 00:00:00,2025-02-17 00:00:00,Satisfactory. Consider improvement in...
GRD00003963,KOI000257,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A5,Assignment,21.9,25,88.7,2024-12-29 00:00:00,2025-01-10 00:00:00,Well researched and presented.
GRD00003964,KOI000257,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q1,Quiz,25.4,30,85.2,2024-12-25 00:00:00,2024-12-25 00:00:00,Auto-graded
GRD00003965,KOI000257,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q2,Quiz,19.8,25,77.2,2025-01-18 00:00:00,2025-01-18 00:00:00,Auto-graded
GRD00003966,KOI000257,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q4,Quiz,21.7,25,84.0,2024-12-21 00:00:00,2024-12-21 00:00:00,Auto-graded
GRD00003967,KOI000257,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A1,Assignment,24.0,25,64.6,2024-09-18 00:00:00,2024-10-01 00:00:00,Needs improvement in analysis.
GRD00003968,KOI000257,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A3,Assignment,35.0,40,90.7,2024-10-31 00:00:00,2024-11-09 00:00:00,Well researched and presented.
GRD00003969,KOI000257,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A4,Assignment,45.9,50,62.7,2024-07-26 00:00:00,2024-08-11 00:00:00,"Good effort, well done."
GRD00003970,KOI000257,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A5,Assignment,49.2,50,77.0,2024-09-05 00:00:00,2024-09-17 00:00:00,Satisfactory. Consider improvement in...
GRD00003971,KOI000257,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q1,Quiz,6.1,10,73.3,2024-08-26 00:00:00,2024-08-26 00:00:00,Auto-graded
GRD00003972,KOI000257,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q2,Quiz,24.2,25,63.5,2024-09-24 00:00:00,2024-09-24 00:00:00,Auto-graded
GRD00003973,KOI000257,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A2,Assignment,18.9,20,87.0,2024-04-28 00:00:00,2024-05-03 00:00:00,Needs improvement in analysis.
GRD00003974,KOI000257,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A3,Assignment,87.7,100,75.1,2024-05-11 00:00:00,2024-05-19 00:00:00,"Good effort, well done."
GRD00003975,KOI000257,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A4,Assignment,27.1,40,80.3,2024-04-14 00:00:00,2024-04-26 00:00:00,Satisfactory. Consider improvement in...
GRD00003976,KOI000257,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q1,Quiz,16.0,20,75.8,2024-05-10 00:00:00,2024-05-10 00:00:00,Auto-graded
GRD00003977,KOI000257,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q2,Quiz,18.7,30,69.6,2024-03-19 00:00:00,2024-03-19 00:00:00,Auto-graded
GRD00003978,KOI000257,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q3,Quiz,20.7,25,83.7,2024-04-30 00:00:00,2024-04-30 00:00:00,Auto-graded
GRD00003979,KOI000257,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q4,Quiz,7.1,10,92.1,2024-06-04 00:00:00,2024-06-04 00:00:00,Auto-graded
GRD00003980,KOI000260,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A1,Assignment,11.7,20,96.5,2025-02-12 00:00:00,2025-02-27 00:00:00,"Good effort, well done."
GRD00003981,KOI000260,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A2,Assignment,15.3,20,79.7,2025-01-02 00:00:00,2025-01-05 00:00:00,"Good effort, well done."
GRD00003982,KOI000260,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A3,Assignment,33.7,40,69.4,2025-01-17 00:00:00,2025-01-27 00:00:00,Well researched and presented.
GRD00003983,KOI000260,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A5,Assignment,13.1,25,66.5,2025-02-01 00:00:00,2025-02-10 00:00:00,Needs improvement in analysis.
GRD00003984,KOI000260,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A6,Assignment,17.8,25,95.2,2025-01-25 00:00:00,2025-01-29 00:00:00,Well researched and presented.
GRD00003985,KOI000260,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q1,Quiz,7.8,10,78.4,2024-12-26 00:00:00,2024-12-26 00:00:00,Auto-graded
GRD00003986,KOI000260,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q2,Quiz,16.7,20,86.3,2025-02-07 00:00:00,2025-02-07 00:00:00,Auto-graded
GRD00003987,KOI000260,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q3,Quiz,23.1,30,67.5,2025-01-20 00:00:00,2025-01-20 00:00:00,Auto-graded
GRD00003988,KOI000260,NET301_Semester_1_2024,NET301_Semester_1_2024_A2,Assignment,99.3,100,61.9,2024-03-30 00:00:00,2024-04-14 00:00:00,Satisfactory. Consider improvement in...
GRD00003989,KOI000260,NET301_Semester_1_2024,NET301_Semester_1_2024_A3,Assignment,19.4,25,70.4,2024-03-31 00:00:00,2024-04-11 00:00:00,Needs improvement in analysis.
GRD00003990,KOI000260,NET301_Semester_1_2024,NET301_Semester_1_2024_A4,Assignment,13.1,25,89.4,2024-05-06 00:00:00,2024-05-10 00:00:00,Satisfactory. Consider improvement in...
GRD00003991,KOI000260,NET301_Semester_1_2024,NET301_Semester_1_2024_Q1,Quiz,10.3,15,68.7,2024-05-06 00:00:00,2024-05-06 00:00:00,Auto-graded
GRD00003992,KOI000260,NET301_Semester_1_2024,NET301_Semester_1_2024_Q3,Quiz,22.1,25,86.5,2024-05-23 00:00:00,2024-05-23 00:00:00,Auto-graded
GRD00003993,KOI000261,COMP301_Semester_2_2024,COMP301_Semester_2_2024_A1,Assignment,22.7,30,65.8,2024-09-10 00:00:00,2024-09-23 00:00:00,Excellent work!
GRD00003994,KOI000261,COMP301_Semester_2_2024,COMP301_Semester_2_2024_A3,Assignment,37.1,40,59.7,2024-08-05 00:00:00,2024-08-07 00:00:00,Excellent work!
GRD00003995,KOI000261,COMP301_Semester_2_2024,COMP301_Semester_2_2024_Q2,Quiz,18.5,20,94.2,2024-08-15 00:00:00,2024-08-15 00:00:00,Auto-graded
GRD00003996,KOI000261,COMP301_Semester_2_2024,COMP301_Semester_2_2024_Q4,Quiz,24.1,25,82.4,2024-10-01 00:00:00,2024-10-01 00:00:00,Auto-graded
GRD00003997,KOI000261,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A1,Assignment,23.9,25,90.4,2025-01-15 00:00:00,2025-01-27 00:00:00,Needs improvement in analysis.
GRD00003998,KOI000261,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A2,Assignment,55.8,100,95.7,2025-02-03 00:00:00,2025-02-06 00:00:00,Satisfactory. Consider improvement in...
GRD00003999,KOI000261,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A3,Assignment,23.6,30,83.6,2024-12-18 00:00:00,2025-01-02 00:00:00,Needs improvement in analysis.
GRD00004000,KOI000261,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A4,Assignment,14.4,20,75.1,2025-01-24 00:00:00,2025-01-29 00:00:00,Well researched and presented.
GRD00004001,KOI000261,STAT201_Summer_2024/25,STAT201_Summer_2024/25_Q2,Quiz,24.5,25,83.9,2025-02-18 00:00:00,2025-02-18 00:00:00,Auto-graded
GRD00004002,KOI000261,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A1,Assignment,23.3,40,91.8,2024-05-09 00:00:00,2024-05-12 00:00:00,Well researched and presented.
GRD00004003,KOI000261,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A2,Assignment,17.0,20,80.0,2024-05-01 00:00:00,2024-05-04 00:00:00,Needs improvement in analysis.
GRD00004004,KOI000261,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A3,Assignment,90.6,100,53.7,2024-05-13 00:00:00,2024-05-19 00:00:00,Needs improvement in analysis.
GRD00004005,KOI000261,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A4,Assignment,39.2,40,52.1,2024-04-15 00:00:00,2024-04-18 00:00:00,Excellent work!
GRD00004006,KOI000261,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q1,Quiz,18.6,20,79.1,2024-05-10 00:00:00,2024-05-10 00:00:00,Auto-graded
GRD00004007,KOI000261,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q2,Quiz,29.2,30,78.8,2024-03-19 00:00:00,2024-03-19 00:00:00,Auto-graded
GRD00004008,KOI000261,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q3,Quiz,20.6,25,75.4,2024-04-30 00:00:00,2024-04-30 00:00:00,Auto-graded
GRD00004009,KOI000261,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q4,Quiz,7.0,10,60.3,2024-06-04 00:00:00,2024-06-04 00:00:00,Auto-graded
GRD00004010,KOI000263,NET301_Semester_2_2024,NET301_Semester_2_2024_A1,Assignment,13.4,25,95.9,2024-08-11 00:00:00,2024-08-19 00:00:00,"Good effort, well done."
GRD00004011,KOI000263,NET301_Semester_2_2024,NET301_Semester_2_2024_A2,Assignment,82.5,100,95.8,2024-11-04 00:00:00,2024-11-17 00:00:00,Satisfactory. Consider improvement in...
GRD00004012,KOI000263,NET301_Semester_2_2024,NET301_Semester_2_2024_A3,Assignment,21.4,30,74.5,2024-09-28 00:00:00,2024-10-01 00:00:00,Excellent work!
GRD00004013,KOI000263,NET301_Semester_2_2024,NET301_Semester_2_2024_Q2,Quiz,9.3,10,62.5,2024-08-13 00:00:00,2024-08-13 00:00:00,Auto-graded
GRD00004014,KOI000263,DATA301_Semester_1_2024,DATA301_Semester_1_2024_A3,Assignment,23.3,25,85.5,2024-05-10 00:00:00,2024-05-25 00:00:00,Needs improvement in analysis.
GRD00004015,KOI000263,DATA301_Semester_1_2024,DATA301_Semester_1_2024_A4,Assignment,48.2,50,59.8,2024-03-23 00:00:00,2024-03-30 00:00:00,Satisfactory. Consider improvement in...
GRD00004016,KOI000263,DATA301_Semester_1_2024,DATA301_Semester_1_2024_Q1,Quiz,18.0,20,90.8,2024-05-16 00:00:00,2024-05-16 00:00:00,Auto-graded
GRD00004017,KOI000263,DATA301_Semester_1_2024,DATA301_Semester_1_2024_Q2,Quiz,19.3,20,62.4,2024-05-14 00:00:00,2024-05-14 00:00:00,Auto-graded
GRD00004018,KOI000263,DATA301_Semester_1_2024,DATA301_Semester_1_2024_Q3,Quiz,20.7,30,91.6,2024-06-05 00:00:00,2024-06-05 00:00:00,Auto-graded
GRD00004019,KOI000263,DATA301_Semester_1_2024,DATA301_Semester_1_2024_Q4,Quiz,14.7,20,77.2,2024-04-23 00:00:00,2024-04-23 00:00:00,Auto-graded
GRD00004020,KOI000263,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A1,Assignment,75.2,100,80.3,2024-04-30 00:00:00,2024-05-14 00:00:00,Excellent work!
GRD00004021,KOI000263,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A2,Assignment,25.6,30,81.7,2024-04-03 00:00:00,2024-04-20 00:00:00,Needs improvement in analysis.
GRD00004022,KOI000263,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A4,Assignment,20.6,40,58.2,2024-05-08 00:00:00,2024-05-11 00:00:00,Excellent work!
GRD00004023,KOI000263,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A5,Assignment,35.9,40,50.3,2024-04-01 00:00:00,2024-04-08 00:00:00,Satisfactory. Consider improvement in...
GRD00004024,KOI000263,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A6,Assignment,97.1,100,94.5,2024-03-25 00:00:00,2024-03-30 00:00:00,Satisfactory. Consider improvement in...
GRD00004025,KOI000263,MGT301_Semester_1_2024,MGT301_Semester_1_2024_Q1,Quiz,9.2,10,93.6,2024-03-26 00:00:00,2024-03-26 00:00:00,Auto-graded
GRD00004026,KOI000263,MGT301_Semester_1_2024,MGT301_Semester_1_2024_Q2,Quiz,26.4,30,87.7,2024-03-15 00:00:00,2024-03-15 00:00:00,Auto-graded
GRD00004027,KOI000263,COMM101_Semester_1_2024,COMM101_Semester_1_2024_A1,Assignment,13.8,25,51.9,2024-03-23 00:00:00,2024-03-29 00:00:00,Well researched and presented.
GRD00004028,KOI000263,COMM101_Semester_1_2024,COMM101_Semester_1_2024_A2,Assignment,15.8,25,78.3,2024-04-07 00:00:00,2024-04-10 00:00:00,Well researched and presented.
GRD00004029,KOI000263,COMM101_Semester_1_2024,COMM101_Semester_1_2024_Q1,Quiz,28.2,30,73.3,2024-03-31 00:00:00,2024-03-31 00:00:00,Auto-graded
GRD00004030,KOI000263,COMM101_Semester_1_2024,COMM101_Semester_1_2024_Q2,Quiz,12.0,15,76.6,2024-05-13 00:00:00,2024-05-13 00:00:00,Auto-graded
GRD00004031,KOI000264,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A1,Assignment,12.6,20,69.9,2025-02-13 00:00:00,2025-02-25 00:00:00,Needs improvement in analysis.
GRD00004032,KOI000264,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A2,Assignment,19.1,20,67.4,2025-01-03 00:00:00,2025-01-11 00:00:00,Satisfactory. Consider improvement in...
GRD00004033,KOI000264,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A4,Assignment,53.9,100,57.2,2025-02-07 00:00:00,2025-02-12 00:00:00,Needs improvement in analysis.
